Word,Sentence,Sense,Meaning Word,Definition,Part of Speech,Starting Index,Ending Index
అంటు,తెగ హడావిడి పడిపోతు హఱ్ఱర్ మూవి అంటు ఇది చూపించేశాడు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,32,35
అంటు,కూర అయిపోయాక అంటు మిగలకుండా తినేస్తుంటా.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,13,16
అంటు,ఛీ ఛీ అంటు వదిలేసాను.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,6,9
అంటు,అది ఒక ఛాలెంజింగ్ రోల్ అంటు చెప్పుకొచ్చింది.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,23,26
అంటు,కాని దానికి ముందు నేనొకటి చేస్తాను” అంటు ఆ నోటును చేతితో నలపటం మొదలెట్టడు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,36,39
అంటు,అంటు షాకింగ్ నిజాన్ని బయటపెట్టిన శ్రీరెడ్డి.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,0,3
అంటు,ప్రతి ఒక్కడు న్యూస్ బదులు ట్విట్టర్ చూడండి అంటు తెగ గోల చేస్తూ ఉంటారు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,43,46
అంటు,ఆకాశాన్ని చూస్తూ ఈ విశ్వం అనంతం అనే సత్యాన్ని తలచుకుంటూ అసలు అదెలా సాధ్యం అంటు తెగ ఆశ్చర్య పడేవాడిని.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,74,77
అంటు,ఈ తరుణంలో రాయలసీమ జిల్లాలో బలంగా ఉన్న బీసీ సామా జిక వర్గానికి చెందిన మహిళా ఎంపీ బుట్టా రేణుక ఆ పార్టీని వీడి టీడీపీలో చేరుతుండడంతో వైసీపీకి ఊహించని దెబ్బేనని రాజకీయ విశ్లేషకులు అంటు న్నారు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,177,180
అంటు,"అలా సాఫి గా జరిగి పోతే నేను ఈ పోస్ట్ ఎందుకు రాస్తానండి ఏదో ఇల్లు శుభ్రం చేసుకుని మా వాడికి చికెన్ వేపుడు చేసుకునే దానిని కదా, ఇలా చిరపరిచితాలు, మరిచిపోయిన పరిచయాలు అన్నిటిని విని ఆనంద పడుతుండగా హటాత్తు గా ""అచ్చా అచ్చా వచ్చా వచ్చా నీకు ప్రేమంటే తెలుసా బచ్చా"" అంటూ చిరంజీవి పాట వచ్చింది, అది కూడా మర్చి పోయి అందేసుకున్నా ఖూనీ రాగం తొ, వెంటనే వులిక్కిపడి మా నాన్న అక్కడున్నారేమో అని అటూ ఇటూ చూసేను 'అమ్మయ్య లేరు' అనుకుని ఇంతలోనే అరే నేను ఇప్పుడు వున్న కాలం వేరు వేకప్ బేబీ అనుకుని చెంప తట్టుకుని మళ్ళీ క్లీన్ చేసు కుంటున్నా, ఇక నా మీద చిమాటా శ్రీని గారు కక్ష్య కట్టినట్లు వరుస చూసుకోండి ""అందగాడా అందవేరా అందమంతా అందుకోరా అలిగి సొలిగి కరిగిపోకు సందెకాడ (జాకీ)"" అంటు జానకమ్మ,"" అక్కుం అక్కుం అక్కుం ఓం నా సామిరంగ అక్కుం అక్కుం అక్కుం ఓం (కిరాతకుడు)"",""ఇదో రకం దాహం అదో రకం తాపం (గజదొంగ)"" ఇంకా అదేమిటి అబ్బా ఆ ""అగ్గిపుల్ల బగ్గు మంటది.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,657,660
అంటు,అంటు బాలు వరుసగా షాక్ ల మీద షాక్ లు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,0,3
అంటు,ఇంగ్లీస్ గుడ్ సార్’ అంటు చీటిని చేతిలోకి తీసుకుని మందుల పేర్లని చదవసాగాను.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,20,23
అంటు,’ అంటు పక్కన నేను రాసుకున్న లెక్కలని చూస్తూ చెప్పాను.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,2,5
అంటు,బట్ ఐ నో ఇంగలీస్ గుడ్’ అంటు కన్ను కొట్టి చెప్పాను.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,23,26
అంటు,"’ అంటు టీ చేతికందుకుని, ‘అయినా.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,2,5
అంటు,పాప ఉలిక్కిపడుతుంది’ అంటు వణకుతూ చెప్పింది ఆవిడ.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,21,24
అంటు,"ఏరా పెద్ది గా! మీ పెరట్లో మల్లె అంట్లు, గులాబీలు ఏమీ అవలేదు కదా! బొండు మల్లె అంటు తెచ్చి మా పెరట్లో పాతమని చెప్పాను రా నీ పెళ్ళానికీ, నువ్వు ఇంటికి వెళ్ళాక ఓ సారి గుర్తు చెయ్ దానికి.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,77,80
అంటు,కానీ పురుషులు మాత్రం వ్యాసెక్టమీ చేయించుకోవడంలో ఏ మాత్రం ఆసక్తి చూపడం లేదు మాకేందుకు ఈ కష్టా నష్టాలు అంటు తప్పుకుంటున్నారు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,101,104
అంటు,నా కోడలు ముందు ఏం మాట్లాడుతున్నావ్ అంటు యాంకర్ శ్యామలకు వార్నింగ్ ఇచ్చిన నాగార్జున.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,35,38
అంటు,"వాళ్ళ తాత గారు చాల దూర ద్రుష్టి కల వారి ల ఉన్నారు ,మంచం మిద నీరసం గా పడుకున్న ఆయన ఏం కావాలి అంటు నాకసలు ఆమె తో మాట్లాడే అవకాశమే ఇవ్వలేదు సరి కదా పాపం నువస్తామను పని వాళ్ళ మిద ఇల్లు వదిలేసి ఇక్కడకు రాకు వాళ్ళ చేత బాటిల్ పంపితే నేను ఫ్రిజ్ వాటర్ పంపిస్తాను అంటు ముందరి కళ్ళకి బంధం వేసేసారు.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,92,95
అంటు,"మ‌రి నాలుగు తరాల పాటు మీరేం చేశారని ఆయనను ప్రజలు అడుగుతున్నారని,, దేశాన్ని ఎందుకు అభివృద్ధి చేయలేకపోయారు అంటు ప్ర‌శ్నించారు.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,105,108
అంటు,ఇప్పుడు చంద్రబాబు అంటు పవన్ షాకింగ్ కామెంట్స్.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,18,21
అంటు,"తర్వాత నన్ను నిల్చోబెట్టి నాకు లిప్ కిస్ ఇచ్చి బాగా చేసావే బుజ్జి అంటు నన్ను పట్టేసుకుని, ముద్దులు పెడుతూ నా గుద్ద పిసికేస్తున్నాడు.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,66,69
అంటు,"వాడు మల్లీ నా సళ్ల దగ్గరికి వచ్చి చప్పరించడం మొదలు పెట్టాడు, ఒక 5 min చేసిన తర్వాత నా బొడ్డు దగ్గరికి వచ్చి బొడ్డులో వేలు పెట్టు కితకితలు పెడుతూ నా నడుం పిసికాడు, నాకు సరదాగా ఉంది అలాగే కిందికి వచ్చి నా పూకుని దగ్గరినుండి చూస్తూ నీ పూకు సూపర్ గా ఉందే బుజ్జి కొబ్బరి ముక్కాలా ఉంది కొరుక్కు తింటాను అంటు నోరు తెరచి నా పూకు మొత్తాన్ని నోటితో పట్టుకుని నాలుకతో నా పుకుని నాకటం మొదలుపెట్టాడు.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,297,300
అంటు,"కానీ ప్రశ్నిస్తాను అంటు పార్టీ పెట్టి, 2014లో బీజేపీ, టీడీపీలకు మద్దతిచ్చిన పవన్‌ మాత్రం, అస్సలు మాట్లాడ్డంలేదన్న విమర్శలు చెలరేగాయి.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,19,22
అంటు,ఇప్పుడు చంద్రబాబు అంటు పవన్ షాకింగ్ కామెంట్స్.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,18,21
అంటు,"ఆఫర్లు, డిస్కౌంట్లు అంటు రెస్టారెంట్లు ఊదరగొడుతుంటాయి.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,20,23
అంటు,నాకు క‌న్నీళ్లు ఆగ‌డం లేదు అంటు పవన్ కళ్యాణ్ ను ఉద్ధేశించి `స‌ర్దార్ గ‌బ్బ‌ర్‌సింగ్‌` సినిమా డైరెక్ట‌ర్ బాబి కన్నీటిపర్యంతంగా తెలిపారు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,27,30
అంటు,తెర వెనుక కుట్రలు చేస్తు ఇప్పుడు దీక్షకు ఆహ్వానిస్తారా అంటు పవన్ కళ్యాణ్ విమర్శించారు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,55,58
అంటు,ప్రజాసమస్యలను తెలుసుకునేందుకు అంటు బీఎల్ఎఫ్ జూన్ 3 నుండి 20 వరకు పల్లెకు పోదాం కార్యక్రమాన్ని చేపట్టింది.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,30,33
అంటు,"చీ,చీ ఇలాంతివి నమ్ముతావా? అసలు కాలజ్ణానం యె పుక్కిట్టి పురాణం అంటే మళ్ళి దానికో ఆర్థం! అంటు ఈసడించాడు.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,87,90
అంటు,సనా! పండూ! అంటు అనుక్షణం నీ నోటి నుంచి ఇవే పేర్లు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,11,14
అంటు,"తర్వాత నన్ను నిల్చోబెట్టి నాకు లిప్ కిస్ ఇచ్చి బాగా చేసావే బుజ్జి అంటు నన్ను పట్టేసుకుని, ముద్దులు పెడుతూ నా గుద్ద పిసికేస్తున్నాడు.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,66,69
అంటు,"వాడు మల్లీ నా సల్ల దగ్గరికి వచ్చి చప్పరించడం మొదలు పెట్టాడు, ఒక 5 min చేసిన తర్వాత నా బొడ్డు దగ్గరికి వచ్చి బొడ్డులో వేలు పెట్టు కితకితలు పెడుతూ నా నడుం పిసుకుతున్నాడు, నాకు సరదాగా ఉంది అలాగే కిందికి వచ్చి నా పూకుని దగ్గరినుండి చూస్తూ నీ పూకు సూపర్ ga ఉందే బుజ్జి కొబ్బరి ముక్కాలా ఉంది కొరుక్కు తింటాను అంటు నోరు తెరచి నా పూకు మొత్తాన్ని నోటితో పట్టుకుని నాలుకతో నా పుకుని నాకటం మొదలుపెట్టాడు.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,303,306
అంటు,అబ్బా! అన్నీ అందించలేక ఛస్తున్నాం అంటు విసుగులు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,34,37
అంటు,ఎన్నిసార్లు చెప్పాలి సమయానికి మందులు వేసుకోమని అంటు విరుపులు.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,47,50
అంటు,"ఫలానా అంటు కొత్తగా పరిచయం చేసుకునే పాత పరిచయస్తులు, బంధువుల, స్నేహితులు.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,6,9
అంటు,“నువ్వు వెనుక నుంచి కుమ్మే ది తగ్గి చ్చు ” అంటు తన పైట చేరుగు ను నోట్లో కుక్కు కొంది.,0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,43,46
అంటు,"నా వెనుకే తను కూడా తన లంగా కు అంటి న పచ్చిక ను దులుపు కొంటూ , నేను ఇటు వైపు నుంచి వెళతా ను నువ్వు అటు వైపు నుంచి వెళ్ళు అంటు నా దగ్గరకు వచ్చి నా బుగ్గలపై ముద్దు పెట్టుకొని పారిపోయింది.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,120,123
అంటు,"ఇంకా, చాలా మూలలు ‘ మా సంగతో’ అంటు దుమ్ము ముఖాలతో అరచి చెప్పాయి.",0,Saying,"A short, commonly known phrase that gives advice or expresses a general truth.",Noun,29,32
అంటు,కేరళ వాసులను అంటు వ్యాధులు వెంటాడుతున్నాయి.,1,Touch,The act of coming into contact with something or someone.,Noun,13,16
అంటు,” అంటే మా కుటుంబం అంటు వ్యాధుల కుటుంబమని చాటుతారా? ఆసలు మీకు మా తాత ముత్తాతలతో పనేంటండీ? మందు నాకా? మా వాళ్ళకా ఇచ్చేదీ? లేక వాళ్ళకు మందులు పంపను నన్ను వాళ్ళ దగ్గరకు పైకి పంపుతారా ఏం? “అంటూ వీర నరసిమ్హ స్వామిలా ఉగ్ర రూపంతో లేచాడు.,1,Touch,The act of coming into contact with something or someone.,Noun,18,21
అంటు,"ఇది నెమ్మది నెమ్మదిగా వ్యాపిస్తుంది కూడా, అంద వికారంగా ఉంటుంది కూడా, అంటు వ్యాధి కాదు.",1,Touch,The act of coming into contact with something or someone.,Noun,69,72
అంటు,ఇది అంటు వ్యాధి కావడంతో ప్రజల్లో ఆందోళన నెలకొంది.,1,Touch,The act of coming into contact with something or someone.,Noun,4,7
అంటు,"ఎందుకంటే, తాము అంటు రోగాలకు దూరంగా ఉండడంతో పాటు రోగుల్లోనూ ఒకరి నుంచి మరొకరికి రోగాలు అంటకుండా ఉండాలంటే వైద్య సిబ్బంది చేతి శుభ్రతలో కాస్తంత ఎక్కువ జాగ్రత్తలు తీసుకోవాల్సి ఉంది.",1,Touch,The act of coming into contact with something or someone.,Noun,15,18
అంటు,ఎయిడ్స్ అంటు వ్యాధి కాదని వివరించారు.,1,Touch,The act of coming into contact with something or someone.,Noun,8,11
అంటు,"అయితే రాను రాను నయం కాని అంటు రోగా లు ప్రబలడం, భూస్వామ్య విధానాల కారణంగా చాలామంది తయారీ దారులు, వాద్య కళాకారులు పొట్ట చేతపట్టుకుని నగర ప్రాంతాలకు వలస వచ్చారు.",1,Touch,The act of coming into contact with something or someone.,Noun,25,28
అంటు,"అలాగే గ్రామాల్లో అంటు వ్యాధులు వ్యాప్తి చెందకుండా చెత్త కుంపల తొలగింపు, మురుగు కాలువల పూడికతీత, పొదల తొలగింపు, రహదారులు పరిశుభ్రంగా ఉంచాలని తెలిపారు.",1,Touch,The act of coming into contact with something or someone.,Noun,17,20
అంటు,ఏదైనా వూళ్లో కలరా వంటి అంటు వ్యాధి మొదలైతే ఇక అంతే.,1,Touch,The act of coming into contact with something or someone.,Noun,23,26
అంటు,"విశాఖపట్నం, జూలై 19: విశాఖ ఏజెన్సీలోని గిరిజనులను అంటు వ్యాధులు పట్టి పీడిస్తున్నాయి.",1,Touch,The act of coming into contact with something or someone.,Noun,50,53
అంటు,అంటు మొక్క నాటిన 18 నెలలకు పుష్పించి ఫలాలు ఇస్తాయి.,1,Touch,The act of coming into contact with something or someone.,Noun,0,3
అంటు,అంటు వ్యాధులు రాకుండా అన్ని జాగ్రత్తలు తీసుకున్నారు.,1,Touch,The act of coming into contact with something or someone.,Noun,0,3
అంటు,"అంటు వ్యాధుల క్రిములను ప్రయోగించడం, ఆపరేషన్లు చేయడం, మందుల ప్రయోగం వంటివి అధికంగా జరిగే ప్రయోగాలు.",1,Touch,The act of coming into contact with something or someone.,Noun,0,3
అంటు,"నేషనల్ అకాడమీ ఆఫ్ సైన్సెస్ నిర్వహించిన తాజా అధ్యయనం ప్రకారం కరవులు, అంటు వ్యాధులు లాంటివి ప్రబలినప్పుడు మగవాళ్ల కంటే ఆడవాళ్లే వాటిని సమర్థంగా తట్టుకొని జీవించగలరని తేలింది.",1,Touch,The act of coming into contact with something or someone.,Noun,68,71
అంటు,"1845-1849 మధ్య సంభవించిన ఐరిష్ కరవు, 1846, 1882లో ఐస్‌లాండ్‌లో ప్రబలిన అంటు వ్యాధులు, పందొమ్మిదో శతాబ్దం ప్రారంభంలో అమెరికాలో బానిసలుగా బతికిన ఆఫ్రికన్లు.",1,Touch,The act of coming into contact with something or someone.,Noun,71,74
అంటు,ఐస్‌లాండ్ అంటు వ్యాధులనే తీసుకుంటే ఆ సమయంలో మహిళల సగటు ఆయుర్థాయం 18.,1,Touch,The act of coming into contact with something or someone.,Noun,10,13
అంటు,"పుష్కరాల వల్ల పాప నాశనం కాదు చర్మ వ్యాధులు, అంటు రోగాలు ప్రభలుతాయి.",1,Touch,The act of coming into contact with something or someone.,Noun,44,47
అంటు,"మరణం అంటు వ్యాధులు కారణంగా ఉంటే డెత్ మరణం తేదీ, లేదా 24 గంటల నుంచి 72 గంటల లోపు కనీసం తప్పకుండా ఉండాలి.",1,Touch,The act of coming into contact with something or someone.,Noun,5,8
అంటు,ఈ అంటు వ్యాధి ప్రధానంగా పిల్లలలో వస్తుంది.,1,Touch,The act of coming into contact with something or someone.,Noun,2,5
అంటు,"ఇతర ప్రకృతి విలయాలు కరువు, అంటు వ్యాధులు, ప్రకృతి భీభత్సాలు వగైరాలు లేకుండాఉండాలంటే మనిషి అంతర్గత సమత్వ స్థితిలోకి రావాలి.",1,Touch,The act of coming into contact with something or someone.,Noun,27,30
అంటు,ఇటు వర్షాలతో ప్రబలే అంటు వ్యాధులను అరికట్టేందుకు వైద్య ఆరోగ్య శాఖ ముందస్తు ప్రణాళికలను అమలు చేస్తోంది.,1,Touch,The act of coming into contact with something or someone.,Noun,20,23
అంటు,ప్లేగు వ్యాధి ఒక రకమైన అంటు వ్యాధి.,1,Touch,The act of coming into contact with something or someone.,Noun,23,26
అంటు,"అంటే ఎముకలు ఏర్పడేవి కొన్ని, చర్మం ఏర్పడేవి కొన్ని, కండరాల అణువులు, రక్తంలో తెల్లకణాలు అంటు వ్యాధులపై పోరాడేవి, వూపిరితిత్తులనుండి ప్రాణ వాయువును ఇతర భాగాలకు చేరవేసేవి వున్నాయి.",1,Touch,The act of coming into contact with something or someone.,Noun,87,90
అంటు,"గ్రామాల్లో అంటు రోగాలు రాకుండా ఎప్పటి కప్పుడు బ్లీచింగ్, ఫినాయిల్ వంటివి డ్రెయిన్లలో చల్లించాలని, నీటి నిల్వలు ఎక్కడా లేకుండా చర్యలు తీసుకోవాలని పంచాయతీ సెక్రటరీలను ఆదేశించారు.",1,Touch,The act of coming into contact with something or someone.,Noun,11,14
అంటు,"అతను ఒక నివేదించారు వ్యాధి మొదటి 1886 లో అడాల్ఫ్ వెయిల్ వర్ణించారు ""ప్లీహము, కామెర్లు, మరియు మూత్ర పిండ శోధము విస్తరించడంతో తీవ్రమైన అంటు వ్యాధి.",1,Touch,The act of coming into contact with something or someone.,Noun,134,137
అంటు,"1886 లో వెయిల్ యొక్క పాత్ర ముందు, అంటు కామెర్లు అని పిలుస్తారు వ్యాధి అవకాశం వెయిల్ యొక్క వ్యాధి, లేదా తీవ్ర పచ్చకామెర్లు మెదడు పొరల వాపు మాదిరిగానే.",1,Touch,The act of coming into contact with something or someone.,Noun,34,37
అంటు,"ఈజిప్టు ప్రచారం సందర్భంగా, నెపోలియన్ సైన్యం బహుశా అంటు కామెర్లు ఏమి బాధపడ్డాడు.",1,Touch,The act of coming into contact with something or someone.,Noun,51,54
అంటు,[31] అంటు కామెర్లు అమెరికన్ పౌర యుద్ధం సమయంలో దళాలు మధ్య ఏర్పడింది.,1,Touch,The act of coming into contact with something or someone.,Noun,5,8
అంటు,అంటు రోగాలు వ్యాపిస్తాయేమోనని జనం ఆందోళన పడుతున్నారు.,1,Touch,The act of coming into contact with something or someone.,Noun,0,3
అంటు,"ఈ తొడుగులు కేవలం గర్భ నిరోధమే కాకుండా, వివిధ కామ పరమైన అంటు వ్యాధులు సోకకుండా రక్షణ ఇస్తాయి.",1,Touch,The act of coming into contact with something or someone.,Noun,55,58
అంటు,"వాళ్ల లో ఒక అమ్మాయి తనకు ఈత రాదనీ మీలో ఈత వచ్చినవాళ్ళు నాతో ఉండండి అంటే ,ఒక అబ్బాయి నీకు తెలియదా ఈ వాటర్ లో అంటు పడటం జరిగితే ఈత వచ్చినా,రాక పోయినా పైకి పోతారు అదే ఈ వాటర్ మహిమ అన్నాడు.",1,Touch,The act of coming into contact with something or someone.,Noun,108,111
అంటు,అంటు వ్యాధులు తీవ్రమయ్యాక చర్యలు తీసుకోవడంకంటే ముందస్తు నివారణ చర్యలు చేపట్టాలని అధికారు లకు సూచించారు.,1,Touch,The act of coming into contact with something or someone.,Noun,0,3
అంటు,"ఈ పండగ ముఖ్య ఉద్ధేశ్యం కలరా, ప్లేగు, మశూచి వంటి అంటు వ్యాధులు ప్రబలకుండా, ప్రకృతి బీభత్సాలు జరగకుండా, పాడిపంటలను, తప పిల్లలను చల్లగా చూడమని ఆమెకు బోనం సమర్పిస్తారు.",1,Touch,The act of coming into contact with something or someone.,Noun,48,51
అంటు,"ఆ తర్వాత సెంకండరీ ప్రభావాలుగా, ఆర్థిక సమస్యలు, అంటు వ్యాధులు, తిండి నీళ్ల కొరత కూడా వస్తాయి.",1,Touch,The act of coming into contact with something or someone.,Noun,47,50
అంటు,ఇన్ఫెక్షన్స్ మరియు ఇతర అంటు వ్యాధులను ఎదుర్కోగలిగే వ్యాధినిరోధకతను పెంచుతుంది.,1,Touch,The act of coming into contact with something or someone.,Noun,23,26
అంటు,నీకు ఈ అంటు వ్యాది తాకలేదు.,1,Touch,The act of coming into contact with something or someone.,Noun,7,10
అంటు,"కాదు సోరియాసిస్, అంటు వ్యాధి కాదు.",1,Touch,The act of coming into contact with something or someone.,Noun,17,20
అంటు,ఈ కారణాల వల్ల యోని మూత్ర విసర్జన నాళంలో అంటు రోగాలు వ్యాపించే అవకాశముంటుంది.,1,Touch,The act of coming into contact with something or someone.,Noun,40,43
అంటు,ఒక వేళ సైనస్ లు ఎటువంటి అడ్డులేకుండా ముక్కు రంధ్రాలలోనికి తెరుచుకున్నట్లైతే అంటు త్వరగా తగ్గిపొతుంది.,1,Touch,The act of coming into contact with something or someone.,Noun,76,79
అంటు,కాని సైనస్ ల నుండి స్రవించు స్రావాలు వాటి మార్గంలో అడ్దువల్ల అంటు (infection) వ్యాప్తి చెందవచ్చు.,1,Touch,The act of coming into contact with something or someone.,Noun,61,64
అంటు,అందువలన ఎటువంటి అంటు అయినా ముక్కు నుండి చాల సులభంగా సైనస్లకు చేరుతుంది.,1,Touch,The act of coming into contact with something or someone.,Noun,16,19
అంటు,ఈ సైనస్లు ముక్కు రంధ్రాల లోకి తెరుచుకొని ఉంటే అంటు త్వరగా తగ్గిపోతుంది.,1,Touch,The act of coming into contact with something or someone.,Noun,46,49
అంటు,ఒక వేళ వాటిలో ఏదైనా అడ్డు ఉంటే అంటు త్వరగా తగ్గిపోదు.,1,Touch,The act of coming into contact with something or someone.,Noun,31,34
అంటు,"అతను ఒక నివేదించారు వ్యాధి మొదటి 1886 లో అడాల్ఫ్ వెయిల్ వర్ణించారు ""ప్లీహము, కామెర్లు, మరియు మూత్ర పిండ శోధము విస్తరించడంతో తీవ్రమైన అంటు వ్యాధి.",1,Touch,The act of coming into contact with something or someone.,Noun,134,137
అంటు,"1886 లో వెయిల్ యొక్క పాత్ర ముందు, అంటు కామెర్లు అని పిలుస్తారు వ్యాధి అవకాశం వెయిల్ యొక్క వ్యాధి, లేదా తీవ్ర పచ్చకామెర్లు మెదడు పొరల వాపు మాదిరిగానే.",1,Touch,The act of coming into contact with something or someone.,Noun,34,37
అంటు,"ఈజిప్టు ప్రచారం సందర్భంగా, నెపోలియన్ సైన్యం బహుశా అంటు కామెర్లు ఏమి బాధపడ్డాడు.",1,Touch,The act of coming into contact with something or someone.,Noun,51,54
అంటు,సద్గురు అంటు రోగాలు ఇంకా దీర్ఘకాలిక రోగాల మధ్య వ్యత్యాసాన్ని తెలియజేసారు.,1,Touch,The act of coming into contact with something or someone.,Noun,8,11
అంటు,ముంపుప్రాంతాల్లో డెంగ్యూ వంటి అంటు రోగాలు ప్రబలే ప్రమాదం ఉందని భయపడుతున్నారు.,1,Touch,The act of coming into contact with something or someone.,Noun,30,33
అంటు,తెలంగాణాలో ఇప్పుడు ఉన్నది కొంతమంది స్వార్థ రాజకీయ నాయకులు అంటించిన మాస్ హిస్టీరియా అనే అంటు రోగం అని నేను నమ్ముతున్నాను.,1,Touch,The act of coming into contact with something or someone.,Noun,87,90
అంటు,అంటు వ్యాధులు ప్రబలకుండా చర్యలు తీసుకోవాలని సూచించారు.,1,Touch,The act of coming into contact with something or someone.,Noun,0,3
అడుగు,నేను మీతో మాట్లాడటానికి అడుగు.,0,Ask,To request information or seek an answer from someone.,Verb,24,28
